CMS Adj Close 13	0    0.0
FLT Adj Close 13	0    0.0
FISV Adj Close 13	0    0.0
GL Adj Close 13	0    0.0
GS Adj Close 13	0    0.0
FE Adj Close 13	0    0.0
HOLX Adj Close 13	0    0.0
HII Adj Close 13	0    0.0
CTLT Adj Close 13	0    0.0
CAT Adj Close 13	0    0.0
CBRE Adj Close 13	0    0.0
HBAN Adj Close 13	0    0.0
CDW Adj Close 13	0    0.0
CE Adj Close 13	0    0.0
HUM Adj Close 13	0    0.0
CNC Adj Close 13	0    0.0
HWM Adj Close 13	0    0.0
HST Adj Close 13	0    0.0
HRL Adj Close 13	0    0.0
HON Adj Close 13	0    0.0
HD Adj Close 13	0    0.0
HFC Adj Close 13	0    0.0
SCHW Adj Close 13	0    0.0
HLT Adj Close 13	0    0.0
HPE Adj Close 13	0    0.0
CNP Adj Close 13	0    0.0
HSY Adj Close 13	0    0.0
HSIC Adj Close 13	0    0.0
PEAK Adj Close 13	0    0.0
HCA Adj Close 13	0    0.0
CERN Adj Close 13	0    0.0
HAS Adj Close 13	0    0.0
CF Adj Close 13	0    0.0
HIG Adj Close 13	0    0.0
HBI Adj Close 13	0    0.0
HAL Adj Close 13	0    0.0
GWW Adj Close 13	0    0.0
FRC Adj Close 13	0    0.0
KO Adj Close 13	0    0.0
AXP Adj Close 13	0    0.0
DD Adj Close 13	0    0.0
ETR Adj Close 13	0    0.0
ENPH Adj Close 13	0    0.0
EMR Adj Close 13	0    0.0
EA Adj Close 13	0    0.0
DAL Adj Close 13	0    0.0
EW Adj Close 13	0    0.0
EIX Adj Close 13	0    0.0
ECL Adj Close 13	0    0.0
EBAY Adj Close 13	0    0.0
XRAY Adj Close 13	0    0.0
ETN Adj Close 13	0    0.0
EMN Adj Close 13	0    0.0
DVN Adj Close 13	0    0.0
DXC Adj Close 13	0    0.0
DRE Adj Close 13	0    0.0
DVA Adj Close 13	0    0.0
DXCM Adj Close 13	0    0.0
FANG Adj Close 13	0    0.0
DUK Adj Close 13	0    0.0
DTE Adj Close 13	0    0.0
DOW Adj Close 13	0    0.0
DOV Adj Close 13	0    0.0
DPZ Adj Close 13	0    0.0
DLR Adj Close 13	0    0.0
DFS Adj Close 13	0    0.0
D Adj Close 13	0    0.0
DLTR Adj Close 13	0    0.0
DG Adj Close 13	0    0.0
DISH Adj Close 13	0    0.0
DISCA Adj Close 13	0    0.0
DE Adj Close 13	0    0.0
DRI Adj Close 13	0    0.0
FITB Adj Close 13	0    0.0
CTVA Adj Close 13	0    0.0
FIS Adj Close 13	0    0.0
CL Adj Close 13	0    0.0
FDX Adj Close 13	0    0.0
CMCSA Adj Close 13	0    0.0
FRT Adj Close 13	0    0.0
FAST Adj Close 13	0    0.0
CAG Adj Close 13	0    0.0
ED Adj Close 13	0    0.0
STZ Adj Close 13	0    0.0
FFIV Adj Close 13	0    0.0
XOM Adj Close 13	0    0.0
COO Adj Close 13	0    0.0
CPRT Adj Close 13	0    0.0
GLW Adj Close 13	0    0.0
EXPD Adj Close 13	0    0.0
EOG Adj Close 13	0    0.0
COST Adj Close 13	0    0.0
EXPE Adj Close 13	0    0.0
EXC Adj Close 13	0    0.0
RE Adj Close 13	0    0.0
ES Adj Close 13	0    0.0
CSX Adj Close 13	0    0.0
EVRG Adj Close 13	0    0.0
CMI Adj Close 13	0    0.0
DHI Adj Close 13	0    0.0
DHR Adj Close 13	0    0.0
ESS Adj Close 13	0    0.0
EQR Adj Close 13	0    0.0
EQIX Adj Close 13	0    0.0
EFX Adj Close 13	0    0.0
IEX Adj Close 13	0    0.0
INFO Adj Close 13	0    0.0
ITW Adj Close 13	0    0.0
ADM Adj Close 13	0    0.0
MAA Adj Close 13	0    0.0
MU Adj Close 13	0    0.0
AOS Adj Close 13	0    0.0
MTD Adj Close 13	0    0.0
MET Adj Close 13	0    0.0
MRK Adj Close 13	0    0.0
MDT Adj Close 13	0    0.0
AAPL Adj Close 13	0    0.0
AMAT Adj Close 13	0    0.0
MCD Adj Close 13	0    0.0
APTV Adj Close 13	0    0.0
MXIM Adj Close 13	0    0.0
MKC Adj Close 13	0    0.0
MA Adj Close 13	0    0.0
ANET Adj Close 13	0    0.0
TAP Adj Close 13	0    0.0
MAS Adj Close 13	0    0.0
MMC Adj Close 13	0    0.0
MKTX Adj Close 13	0    0.0
AJG Adj Close 13	0    0.0
MPC Adj Close 13	0    0.0
MRO Adj Close 13	0    0.0
MTB Adj Close 13	0    0.0
LYB Adj Close 13	0    0.0
LUMN Adj Close 13	0    0.0
LOW Adj Close 13	0    0.0
L Adj Close 13	0    0.0
T Adj Close 13	0    0.0
LMT Adj Close 13	0    0.0
ATO Adj Close 13	0    0.0
MHK Adj Close 13	0    0.0
MDLZ Adj Close 13	0    0.0
ILMN Adj Close 13	0    0.0
NWSA Adj Close 13	0    0.0
NCLH Adj Close 13	0    0.0
NLOK Adj Close 13	0    0.0
NOC Adj Close 13	0    0.0
AIG Adj Close 13	0    0.0
AMT Adj Close 13	0    0.0
AWK Adj Close 13	0    0.0
AMP Adj Close 13	0    0.0
NSC Adj Close 13	0    0.0
NI Adj Close 13	0    0.0
NKE Adj Close 13	0    0.0
NLSN Adj Close 13	0    0.0
NEE Adj Close 13	0    0.0
AME Adj Close 13	0    0.0
NWS Adj Close 13	0    0.0
AMGN Adj Close 13	0    0.0
MPWR Adj Close 13	0    0.0
APH Adj Close 13	0    0.0
NEM Adj Close 13	0    0.0
NWL Adj Close 13	0    0.0
NFLX Adj Close 13	0    0.0
ADI Adj Close 13	0    0.0
NTAP Adj Close 13	0    0.0
NDAQ Adj Close 13	0    0.0
MSCI Adj Close 13	0    0.0
MSI Adj Close 13	0    0.0
ANSS Adj Close 13	0    0.0
MS Adj Close 13	0    0.0
ANTM Adj Close 13	0    0.0
MCO Adj Close 13	0    0.0
AON Adj Close 13	0    0.0
ADSK Adj Close 13	0    0.0
LKQ Adj Close 13	0    0.0
ADP Adj Close 13	0    0.0
IRM Adj Close 13	0    0.0
BKNG Adj Close 13	0    0.0
BWA Adj Close 13	0    0.0
JNPR Adj Close 13	0    0.0
JPM Adj Close 13	0    0.0
JCI Adj Close 13	0    0.0
JNJ Adj Close 13	0    0.0
BXP Adj Close 13	0    0.0
BSX Adj Close 13	0    0.0
BMY Adj Close 13	0    0.0
AVGO Adj Close 13	0    0.0
JBHT Adj Close 13	0    0.0
J Adj Close 13	0    0.0
BR Adj Close 13	0    0.0
JKHY Adj Close 13	0    0.0
IQV Adj Close 13	0    0.0
AZO Adj Close 13	0    0.0
BF.B Adj Close 13	0    0.0
CHRW Adj Close 13	0    0.0
IPGP Adj Close 13	0    0.0
CPB Adj Close 13	0    0.0
IVZ Adj Close 13	0    0.0
COF Adj Close 13	0    0.0
INTU Adj Close 13	0    0.0
CAH Adj Close 13	0    0.0
KMX Adj Close 13	0    0.0
CCL Adj Close 13	0    0.0
ICE Adj Close 13	0    0.0
INTC Adj Close 13	0    0.0
IR Adj Close 13	0    0.0
INCY Adj Close 13	0    0.0
BA Adj Close 13	0    0.0
BLK Adj Close 13	0    0.0
KSU Adj Close 13	0    0.0
K Adj Close 13	0    0.0
LIN Adj Close 13	0    0.0
AVY Adj Close 13	0    0.0
BKR Adj Close 13	0    0.0
LNC Adj Close 13	0    0.0
BLL Adj Close 13	0    0.0
LLY Adj Close 13	0    0.0
BAC Adj Close 13	0    0.0
LEN Adj Close 13	0    0.0
LDOS Adj Close 13	0    0.0
LEG Adj Close 13	0    0.0
BK Adj Close 13	0    0.0
LVS Adj Close 13	0    0.0
LW Adj Close 13	0    0.0
BAX Adj Close 13	0    0.0
BDX Adj Close 13	0    0.0
BRK.B Adj Close 13	0    0.0
LRCX Adj Close 13	0    0.0
LH Adj Close 13	0    0.0
LHX Adj Close 13	0    0.0
LB Adj Close 13	0    0.0
KR Adj Close 13	0    0.0
KHC Adj Close 13	0    0.0
KLAC Adj Close 13	0    0.0
BBY Adj Close 13	0    0.0
BIO Adj Close 13	0    0.0
KIM Adj Close 13	0    0.0
KMB Adj Close 13	0    0.0
KEYS Adj Close 13	0    0.0
KEY Adj Close 13	0    0.0
TYL Adj Close 12	0    0.0
ANET Adj Close 14	0    0.0
TWTR Adj Close 12	0    0.0
MNST Adj Close 14	0    0.0
MCHP Adj Close 12	0    0.0
NWL Adj Close 14	0    0.0
NFLX Adj Close 14	0    0.0
MU Adj Close 12	0    0.0
NTAP Adj Close 14	0    0.0
MSFT Adj Close 12	0    0.0
MAA Adj Close 12	0    0.0
NDAQ Adj Close 14	0    0.0
MSCI Adj Close 14	0    0.0
MHK Adj Close 12	0    0.0
MSI Adj Close 14	0    0.0
MOS Adj Close 14	0    0.0
MS Adj Close 14	0    0.0
MCO Adj Close 14	0    0.0
MPWR Adj Close 14	0    0.0
MGM Adj Close 12	0    0.0
MDLZ Adj Close 12	0    0.0
MPWR Adj Close 12	0    0.0
MNST Adj Close 12	0    0.0
MDLZ Adj Close 14	0    0.0
MCO Adj Close 12	0    0.0
MS Adj Close 12	0    0.0
MOS Adj Close 12	0    0.0
MAA Adj Close 14	0    0.0
MSFT Adj Close 14	0    0.0
MU Adj Close 14	0    0.0
MCHP Adj Close 14	0    0.0
MSI Adj Close 12	0    0.0
MTD Adj Close 14	0    0.0
MET Adj Close 14	0    0.0
NEM Adj Close 14	0    0.0
MTD Adj Close 12	0    0.0
MSCI Adj Close 12	0    0.0
NVDA Adj Close 14	0    0.0
MLM Adj Close 12	0    0.0
PKG Adj Close 14	0    0.0
MKC Adj Close 12	0    0.0
MXIM Adj Close 12	0    0.0
PCAR Adj Close 14	0    0.0
OTIS Adj Close 14	0    0.0
ORCL Adj Close 14	0    0.0
OKE Adj Close 14	0    0.0
OMC Adj Close 14	0    0.0
MCD Adj Close 12	0    0.0
ODFL Adj Close 14	0    0.0
OXY Adj Close 14	0    0.0
ORLY Adj Close 14	0    0.0
NVR Adj Close 14	0    0.0
NRG Adj Close 14	0    0.0
NWSA Adj Close 14	0    0.0
MCK Adj Close 12	0    0.0
NOV Adj Close 14	0    0.0
NCLH Adj Close 14	0    0.0
NLOK Adj Close 14	0    0.0
NOC Adj Close 14	0    0.0
NTRS Adj Close 14	0    0.0
NSC Adj Close 14	0    0.0
NI Adj Close 14	0    0.0
NKE Adj Close 14	0    0.0
MDT Adj Close 12	0    0.0
MRK Adj Close 12	0    0.0
NEE Adj Close 14	0    0.0
MET Adj Close 12	0    0.0
NWS Adj Close 14	0    0.0
MRK Adj Close 14	0    0.0
MDT Adj Close 14	0    0.0
IFF Adj Close 14	0    0.0
JNPR Adj Close 14	0    0.0
LB Adj Close 14	0    0.0
KR Adj Close 14	0    0.0
KHC Adj Close 14	0    0.0
KLAC Adj Close 14	0    0.0
NWS Adj Close 12	0    0.0
KMI Adj Close 14	0    0.0
KIM Adj Close 14	0    0.0
KMB Adj Close 14	0    0.0
KEYS Adj Close 14	0    0.0
NEE Adj Close 12	0    0.0
K Adj Close 14	0    0.0
NLSN Adj Close 12	0    0.0
NKE Adj Close 12	0    0.0
KSU Adj Close 14	0    0.0
JPM Adj Close 14	0    0.0
LH Adj Close 14	0    0.0
JCI Adj Close 14	0    0.0
NI Adj Close 12	0    0.0
JNJ Adj Close 14	0    0.0
SJM Adj Close 14	0    0.0
JBHT Adj Close 14	0    0.0
J Adj Close 14	0    0.0
JKHY Adj Close 14	0    0.0
NSC Adj Close 12	0    0.0
NTRS Adj Close 12	0    0.0
IQV Adj Close 14	0    0.0
IPGP Adj Close 14	0    0.0
IVZ Adj Close 14	0    0.0
ISRG Adj Close 14	0    0.0
INTU Adj Close 14	0    0.0
LHX Adj Close 14	0    0.0
LRCX Adj Close 14	0    0.0
MCK Adj Close 14	0    0.0
LUMN Adj Close 14	0    0.0
MCD Adj Close 14	0    0.0
MXIM Adj Close 14	0    0.0
MKC Adj Close 14	0    0.0
MA Adj Close 14	0    0.0
NDAQ Adj Close 12	0    0.0
MLM Adj Close 14	0    0.0
MMC Adj Close 14	0    0.0
MAR Adj Close 14	0    0.0
MKTX Adj Close 14	0    0.0
MPC Adj Close 14	0    0.0
MRO Adj Close 14	0    0.0
MTB Adj Close 14	0    0.0
NFLX Adj Close 12	0    0.0
LYB Adj Close 14	0    0.0
LOW Adj Close 14	0    0.0
LW Adj Close 14	0    0.0
L Adj Close 14	0    0.0
LMT Adj Close 14	0    0.0
NWL Adj Close 12	0    0.0
LKQ Adj Close 14	0    0.0
LYV Adj Close 14	0    0.0
LIN Adj Close 14	0    0.0
LNC Adj Close 14	0    0.0
NEM Adj Close 12	0    0.0
LLY Adj Close 14	0    0.0
LEN Adj Close 14	0    0.0
LDOS Adj Close 14	0    0.0
LEG Adj Close 14	0    0.0
NWSA Adj Close 12	0    0.0
LVS Adj Close 14	0    0.0
PH Adj Close 14	0    0.0
PAYX Adj Close 14	0    0.0
PAYC Adj Close 14	0    0.0
TPR Adj Close 14	0    0.0
TMO Adj Close 14	0    0.0
TXT Adj Close 14	0    0.0
TXN Adj Close 14	0    0.0
SJM Adj Close 12	0    0.0
JNJ Adj Close 12	0    0.0
TSLA Adj Close 14	0    0.0
TER Adj Close 14	0    0.0
JCI Adj Close 12	0    0.0
TFX Adj Close 14	0    0.0
TDY Adj Close 14	0    0.0
JPM Adj Close 12	0    0.0
TEL Adj Close 14	0    0.0
TGT Adj Close 14	0    0.0
KSU Adj Close 12	0    0.0
TTWO Adj Close 14	0    0.0
TSCO Adj Close 14	0    0.0
K Adj Close 12	0    0.0
TROW Adj Close 14	0    0.0
TMUS Adj Close 14	0    0.0
SNPS Adj Close 14	0    0.0
SYF Adj Close 14	0    0.0
SIVB Adj Close 14	0    0.0
SYK Adj Close 14	0    0.0
KEY Adj Close 12	0    0.0
STE Adj Close 14	0    0.0
KEYS Adj Close 12	0    0.0
STT Adj Close 14	0    0.0
KMB Adj Close 12	0    0.0
SWK Adj Close 14	0    0.0
KMI Adj Close 12	0    0.0
TJX Adj Close 14	0    0.0
TT Adj Close 14	0    0.0
MMC Adj Close 12	0    0.0
UAL Adj Close 14	0    0.0
VRSK Adj Close 14	0    0.0
IFF Adj Close 12	0    0.0
VRSN Adj Close 14	0    0.0
INTU Adj Close 12	0    0.0
VAR Adj Close 14	0    0.0
VLO Adj Close 14	0    0.0
UNM Adj Close 14	0    0.0
ISRG Adj Close 12	0    0.0
IVZ Adj Close 12	0    0.0
UHS Adj Close 14	0    0.0
IPGP Adj Close 12	0    0.0
URI Adj Close 14	0    0.0
UPS Adj Close 14	0    0.0
UNH Adj Close 14	0    0.0
UNP Adj Close 14	0    0.0
TDG Adj Close 14	0    0.0
IQV Adj Close 12	0    0.0
UAA Adj Close 14	0    0.0
USB Adj Close 14	0    0.0
ULTA Adj Close 14	0    0.0
UDR Adj Close 14	0    0.0
TSN Adj Close 14	0    0.0
TYL Adj Close 14	0    0.0
TWTR Adj Close 14	0    0.0
IRM Adj Close 12	0    0.0
J Adj Close 12	0    0.0
JBHT Adj Close 12	0    0.0
TFC Adj Close 14	0    0.0
TRMB Adj Close 14	0    0.0
TRV Adj Close 14	0    0.0
KLAC Adj Close 12	0    0.0
KHC Adj Close 12	0    0.0
SLG Adj Close 14	0    0.0
PPL Adj Close 14	0    0.0
LKQ Adj Close 12	0    0.0
PWR Adj Close 14	0    0.0
QRVO Adj Close 14	0    0.0
PVH Adj Close 14	0    0.0
PHM Adj Close 14	0    0.0
PSA Adj Close 14	0    0.0
L Adj Close 12	0    0.0
PRU Adj Close 14	0    0.0
LOW Adj Close 12	0    0.0
PLD Adj Close 14	0    0.0
PGR Adj Close 14	0    0.0
PG Adj Close 14	0    0.0
PFG Adj Close 14	0    0.0
LUMN Adj Close 12	0    0.0
PPG Adj Close 14	0    0.0
SWKS Adj Close 14	0    0.0
PNC Adj Close 14	0    0.0
PXD Adj Close 14	0    0.0
PNW Adj Close 14	0    0.0
LYB Adj Close 12	0    0.0
MTB Adj Close 12	0    0.0
PM Adj Close 14	0    0.0
PFE Adj Close 14	0    0.0
MPC Adj Close 12	0    0.0
PKI Adj Close 14	0    0.0
MKTX Adj Close 12	0    0.0
PEP Adj Close 14	0    0.0
PBCT Adj Close 14	0    0.0
PNR Adj Close 14	0    0.0
MAR Adj Close 12	0    0.0
QCOM Adj Close 14	0    0.0
DGX Adj Close 14	0    0.0
RL Adj Close 14	0    0.0
RTX Adj Close 14	0    0.0
SPG Adj Close 14	0    0.0
KR Adj Close 12	0    0.0
SHW Adj Close 14	0    0.0
NOW Adj Close 14	0    0.0
SRE Adj Close 14	0    0.0
LB Adj Close 12	0    0.0
LHX Adj Close 12	0    0.0
STX Adj Close 14	0    0.0
LH Adj Close 12	0    0.0
SLB Adj Close 14	0    0.0
LW Adj Close 12	0    0.0
LVS Adj Close 12	0    0.0
SBAC Adj Close 14	0    0.0
CRM Adj Close 14	0    0.0
LEG Adj Close 12	0    0.0
LDOS Adj Close 12	0    0.0
SPGI Adj Close 14	0    0.0
RCL Adj Close 14	0    0.0
LEN Adj Close 12	0    0.0
LLY Adj Close 12	0    0.0
ROL Adj Close 14	0    0.0
LNC Adj Close 12	0    0.0
RHI Adj Close 14	0    0.0
LIN Adj Close 12	0    0.0
LYV Adj Close 12	0    0.0
RSG Adj Close 14	0    0.0
REGN Adj Close 14	0    0.0
REG Adj Close 14	0    0.0
O Adj Close 14	0    0.0
NOC Adj Close 12	0    0.0
NLOK Adj Close 12	0    0.0
AJG Adj Close 14	0    0.0
CFG Adj Close 14	0    0.0
SBAC Adj Close 12	0    0.0
SLB Adj Close 12	0    0.0
STX Adj Close 12	0    0.0
SEE Adj Close 12	0    0.0
CAG Adj Close 14	0    0.0
CMA Adj Close 14	0    0.0
CMCSA Adj Close 14	0    0.0
CL Adj Close 14	0    0.0
CTSH Adj Close 14	0    0.0
NOW Adj Close 12	0    0.0
KO Adj Close 14	0    0.0
CMS Adj Close 14	0    0.0
CLX Adj Close 14	0    0.0
SHW Adj Close 12	0    0.0
C Adj Close 14	0    0.0
COO Adj Close 14	0    0.0
CSCO Adj Close 14	0    0.0
CTAS Adj Close 14	0    0.0
CINF Adj Close 14	0    0.0
CI Adj Close 14	0    0.0
CHD Adj Close 14	0    0.0
SPG Adj Close 12	0    0.0
CB Adj Close 14	0    0.0
CMG Adj Close 14	0    0.0
CVX Adj Close 14	0    0.0
CHTR Adj Close 14	0    0.0
SCHW Adj Close 14	0    0.0
SLG Adj Close 12	0    0.0
SNA Adj Close 12	0    0.0
CERN Adj Close 14	0    0.0
STZ Adj Close 14	0    0.0
CRM Adj Close 12	0    0.0
CNP Adj Close 14	0    0.0
ROL Adj Close 12	0    0.0
D Adj Close 14	0    0.0
DLTR Adj Close 14	0    0.0
RF Adj Close 12	0    0.0
DG Adj Close 14	0    0.0
DISH Adj Close 14	0    0.0
DISCK Adj Close 14	0    0.0
RSG Adj Close 12	0    0.0
DISCA Adj Close 14	0    0.0
DFS Adj Close 14	0    0.0
RMD Adj Close 12	0    0.0
DLR Adj Close 14	0    0.0
RHI Adj Close 12	0    0.0
FANG Adj Close 14	0    0.0
ROK Adj Close 12	0    0.0
XRAY Adj Close 14	0    0.0
CPRT Adj Close 14	0    0.0
DAL Adj Close 14	0    0.0
DE Adj Close 14	0    0.0
ROP Adj Close 12	0    0.0
DVA Adj Close 14	0    0.0
ROST Adj Close 12	0    0.0
DHR Adj Close 14	0    0.0
CVS Adj Close 14	0    0.0
RCL Adj Close 12	0    0.0
CMI Adj Close 14	0    0.0
CSX Adj Close 14	0    0.0
CCI Adj Close 14	0    0.0
COST Adj Close 14	0    0.0
CTVA Adj Close 14	0    0.0
GLW Adj Close 14	0    0.0
SO Adj Close 12	0    0.0
SWK Adj Close 12	0    0.0
IP Adj Close 14	0    0.0
BAC Adj Close 14	0    0.0
BWA Adj Close 14	0    0.0
BA Adj Close 14	0    0.0
BLK Adj Close 14	0    0.0
TER Adj Close 12	0    0.0
TSLA Adj Close 12	0    0.0
BIIB Adj Close 14	0    0.0
BIO Adj Close 14	0    0.0
BBY Adj Close 14	0    0.0
TXT Adj Close 12	0    0.0
BRK.B Adj Close 14	0    0.0
BDX Adj Close 14	0    0.0
BAX Adj Close 14	0    0.0
TMO Adj Close 12	0    0.0
TJX Adj Close 12	0    0.0
BLL Adj Close 14	0    0.0
BXP Adj Close 14	0    0.0
TSCO Adj Close 12	0    0.0
BKR Adj Close 14	0    0.0
AVY Adj Close 14	0    0.0
AVB Adj Close 14	0    0.0
AZO Adj Close 14	0    0.0
TT Adj Close 12	0    0.0
TDG Adj Close 12	0    0.0
ADP Adj Close 14	0    0.0
ADSK Adj Close 14	0    0.0
TRV Adj Close 12	0    0.0
ATO Adj Close 14	0    0.0
TRMB Adj Close 12	0    0.0
TFC Adj Close 12	0    0.0
AIZ Adj Close 14	0    0.0
TFX Adj Close 12	0    0.0
BSX Adj Close 14	0    0.0
CE Adj Close 14	0    0.0
CAH Adj Close 14	0    0.0
CDW Adj Close 14	0    0.0
CBRE Adj Close 14	0    0.0
SBUX Adj Close 12	0    0.0
CAT Adj Close 14	0    0.0
STT Adj Close 12	0    0.0
STE Adj Close 12	0    0.0
CTLT Adj Close 14	0    0.0
SYK Adj Close 12	0    0.0
CARR Adj Close 14	0    0.0
CCL Adj Close 14	0    0.0
SYF Adj Close 12	0    0.0
KMX Adj Close 14	0    0.0
SNPS Adj Close 12	0    0.0
SYY Adj Close 12	0    0.0
COF Adj Close 14	0    0.0
BMY Adj Close 14	0    0.0
CPB Adj Close 14	0    0.0
CDNS Adj Close 14	0    0.0
TMUS Adj Close 12	0    0.0
TROW Adj Close 12	0    0.0
COG Adj Close 14	0    0.0
TTWO Adj Close 12	0    0.0
TPR Adj Close 12	0    0.0
CHRW Adj Close 14	0    0.0
BF.B Adj Close 14	0    0.0
TGT Adj Close 12	0    0.0
BR Adj Close 14	0    0.0
AVGO Adj Close 14	0    0.0
TEL Adj Close 12	0    0.0
TDY Adj Close 12	0    0.0
REGN Adj Close 12	0    0.0
DOV Adj Close 14	0    0.0
DOW Adj Close 14	0    0.0
PH Adj Close 12	0    0.0
PEAK Adj Close 14	0    0.0
OKE Adj Close 12	0    0.0
HAS Adj Close 14	0    0.0
HIG Adj Close 14	0    0.0
ORCL Adj Close 12	0    0.0
HBI Adj Close 14	0    0.0
HAL Adj Close 14	0    0.0
OTIS Adj Close 12	0    0.0
GWW Adj Close 14	0    0.0
GS Adj Close 14	0    0.0
GPN Adj Close 14	0    0.0
GL Adj Close 14	0    0.0
PCAR Adj Close 12	0    0.0
GILD Adj Close 14	0    0.0
GPC Adj Close 14	0    0.0
HSY Adj Close 14	0    0.0
GM Adj Close 14	0    0.0
PAYX Adj Close 12	0    0.0
GE Adj Close 14	0    0.0
PAYC Adj Close 12	0    0.0
GD Adj Close 14	0    0.0
IT Adj Close 14	0    0.0
GRMN Adj Close 14	0    0.0
PYPL Adj Close 12	0    0.0
PNR Adj Close 12	0    0.0
PBCT Adj Close 12	0    0.0
FOX Adj Close 14	0    0.0
FOXA Adj Close 14	0    0.0
PEP Adj Close 12	0    0.0
PKI Adj Close 12	0    0.0
HSIC Adj Close 14	0    0.0
HES Adj Close 14	0    0.0
DTE Adj Close 14	0    0.0
HBAN Adj Close 14	0    0.0
IBM Adj Close 14	0    0.0
ICE Adj Close 14	0    0.0
INTC Adj Close 14	0    0.0
IR Adj Close 14	0    0.0
INCY Adj Close 14	0    0.0
NCLH Adj Close 12	0    0.0
NOV Adj Close 12	0    0.0
ILMN Adj Close 14	0    0.0
ITW Adj Close 14	0    0.0
INFO Adj Close 14	0    0.0
IDXX Adj Close 14	0    0.0
NRG Adj Close 12	0    0.0
IEX Adj Close 14	0    0.0
HII Adj Close 14	0    0.0
HUM Adj Close 14	0    0.0
HPE Adj Close 14	0    0.0
NUE Adj Close 12	0    0.0
NVDA Adj Close 12	0    0.0
HWM Adj Close 14	0    0.0
HST Adj Close 14	0    0.0
NVR Adj Close 12	0    0.0
ORLY Adj Close 12	0    0.0
HRL Adj Close 14	0    0.0
OXY Adj Close 12	0    0.0
HON Adj Close 14	0    0.0
HD Adj Close 14	0    0.0
ODFL Adj Close 12	0    0.0
HOLX Adj Close 14	0    0.0
OMC Adj Close 12	0    0.0
HLT Adj Close 14	0    0.0
FTV Adj Close 14	0    0.0
PFE Adj Close 12	0    0.0
FTNT Adj Close 14	0    0.0
RL Adj Close 12	0    0.0
PVH Adj Close 12	0    0.0
ETSY Adj Close 14	0    0.0
EL Adj Close 14	0    0.0
ESS Adj Close 14	0    0.0
EQR Adj Close 14	0    0.0
EQIX Adj Close 14	0    0.0
QRVO Adj Close 12	0    0.0
EFX Adj Close 14	0    0.0
EOG Adj Close 14	0    0.0
ETR Adj Close 14	0    0.0
PWR Adj Close 12	0    0.0
DGX Adj Close 12	0    0.0
ENPH Adj Close 14	0    0.0
EMR Adj Close 14	0    0.0
RJF Adj Close 12	0    0.0
PM Adj Close 12	0    0.0
RTX Adj Close 12	0    0.0
EA Adj Close 14	0    0.0
EW Adj Close 14	0    0.0
EIX Adj Close 14	0    0.0
O Adj Close 12	0    0.0
ECL Adj Close 14	0    0.0
EBAY Adj Close 14	0    0.0
ETN Adj Close 14	0    0.0
EMN Adj Close 14	0    0.0
DXC Adj Close 14	0    0.0
REG Adj Close 12	0    0.0
DD Adj Close 14	0    0.0
DRE Adj Close 14	0    0.0
DUK Adj Close 14	0    0.0
EVRG Adj Close 14	0    0.0
ES Adj Close 14	0    0.0
RE Adj Close 14	0    0.0
EXC Adj Close 14	0    0.0
FMC Adj Close 14	0    0.0
FLS Adj Close 14	0    0.0
PSX Adj Close 12	0    0.0
FLIR Adj Close 14	0    0.0
PNW Adj Close 12	0    0.0
POOL Adj Close 12	0    0.0
FLT Adj Close 14	0    0.0
FISV Adj Close 14	0    0.0
PPG Adj Close 12	0    0.0
FRC Adj Close 14	0    0.0
FE Adj Close 14	0    0.0
FITB Adj Close 14	0    0.0
FIS Adj Close 14	0    0.0
FDX Adj Close 14	0    0.0
PPL Adj Close 12	0    0.0
PFG Adj Close 12	0    0.0
FRT Adj Close 14	0    0.0
PG Adj Close 12	0    0.0
PGR Adj Close 12	0    0.0
PLD Adj Close 12	0    0.0
PRU Adj Close 12	0    0.0
FFIV Adj Close 14	0    0.0
XOM Adj Close 14	0    0.0
PEG Adj Close 12	0    0.0
EXR Adj Close 14	0    0.0
EXPD Adj Close 14	0    0.0
PSA Adj Close 12	0    0.0
EXPE Adj Close 14	0    0.0
PHM Adj Close 12	0    0.0
ZION Adj Close 13	0    0.0
DPZ Adj Close 17	0    0.0
FITB Adj Close 16	0    0.0
AIZ Adj Close 20	0    0.0
APA Adj Close 20	0    0.0
AAPL Adj Close 20	0    0.0
AMAT Adj Close 20	0    0.0
APTV Adj Close 20	0    0.0
ADM Adj Close 20	0    0.0
ANET Adj Close 20	0    0.0
AJG Adj Close 20	0    0.0
ATO Adj Close 20	0    0.0
AON Adj Close 20	0    0.0
ADSK Adj Close 20	0    0.0
ADP Adj Close 20	0    0.0
AZO Adj Close 20	0    0.0
AVB Adj Close 20	0    0.0
BKR Adj Close 20	0    0.0
BLL Adj Close 20	0    0.0
BAC Adj Close 20	0    0.0
AOS Adj Close 20	0    0.0
ANTM Adj Close 20	0    0.0
CFG Adj Close 20	0    0.0
AIG Adj Close 20	0    0.0
MO Adj Close 20	0    0.0
AMZN Adj Close 20	0    0.0
AMCR Adj Close 20	0    0.0
AEE Adj Close 20	0    0.0
AAL Adj Close 20	0    0.0
AEP Adj Close 20	0    0.0
AXP Adj Close 20	0    0.0
AMT Adj Close 20	0    0.0
ANSS Adj Close 20	0    0.0
AWK Adj Close 20	0    0.0
AMP Adj Close 20	0    0.0
ABC Adj Close 20	0    0.0
AME Adj Close 20	0    0.0
